Company,Ticker,Country,Rating 1-5 (1=Best),Market Cap,Industry
"Black Diamond Therapeutics Inc.","BDTX","United States","4","Small","Biotechnology"
"Becton, Dickinson and Co.","BDX","United States","3","Large","Medical Instruments & Equipment"
"Bloom Energy Corp","BE","United States","3","Mid","Electrical Equipment"
"Beam Therapeutics Inc.","BEAM","United States","3","Mid","Biotechnology"
"Beacon Roofing Supply Inc.","BECN","United States","1","Mid","Construction Materials"
"Beem Global","BEEM","United States","3","Small","Electrical Equipment"
"Bel Fuse Inc.","BELFB","United States","2","Small","Electrical Equipment"
"Franklin Resources Inc.","BEN","United States","1","Large","Wealth Management"
"Brookfield Renewable Partners LP","BEP","","3","Large","Electric Utilities"
"Berry Global Group Inc.","BERY","United States","3","Large","Plastics"
"Brown-Forman Corp.","BF.B","United States","3","Large","Beverages"
"Bright Horizons Family Solutions Inc","BFAM","United States","3","Large","Miscellaneous Consumer Services"
"Bank First Corp","BFC","United States","3","Small","Banking"
"Bread Financial Holdings Inc.","BFH","United States","2","Mid","Business Services"
"BankFinancial Corp.","BFIN","United States","4","Small","Banking"
"Butterfly Network Inc.","BFLY","United States","3","Small","Medical Instruments & Equipment"
"Saul Centers Inc.","BFS","United States","3","Small","REITs"
"Business First Bancshares Inc.","BFST","United States","2","Small","Banking"
"Bunge Ltd.","BG","","2","Large","Food"
"BGC Group Inc.","BGC","United States","3","Mid","Finance Intermediaries & Services"
"Big 5 Sporting Goods Corp.","BGFV","United States","3","Small","Retail - Specialty"
"BeiGene Ltd","BGNE","","3","Large","Biotechnology"
"B&G Foods Inc.","BGS","United States","3","Small","Food"
"BGSF Inc.","BGSF","United States","3","Small","Business Services"
"Biglari Holdings Inc.","BH","United States","3","Small","Hotels, Restaurants & Travel"
"Bar Harbor Bankshares","BHB","United States","3","Small","Banking"
"Bausch Health Companies Inc.","BHC","Canada","1","Mid","Pharmaceuticals"
"Benchmark Electronics Inc.","BHE","United States","3","Small","Electrical Equipment"
"Brighthouse Financial Inc.","BHF","United States","1","Mid","Life & Health"
"Benson Hill Inc.","BHIL","United States","4","Small","Miscellaneous"
"Berkshire Hills Bancorp Inc.","BHLB","United States","3","Small","Banking"
"Bluerock Homes Trust Inc.","BHM","United States","4","Small","REITs"
"BHP Group Ltd.","BHP","United Kingdom","3","Large","Mining"
"Braemar Hotels & Resorts Inc.","BHR","United States","4","Small","Hotels, Restaurants & Travel"
"Burke & Herbert Financial Services Corp.","BHRB","United States","3","Small","Banking"
"Baidu, Inc.","BIDU","","2","Large","Internet & Software"
"Big Lots Inc.","BIG","United States","3","Small","Retail - General Merchandise/Department Stores"
"BigCommerce Holdings Inc.","BIGC","United States","3","Small","IT Services"
"Biogen Inc.","BIIB","United States","3","Large","Biotechnology"
"Bill Holdings Inc.","BILL","United States","2","Large","IT Services"
"Bio-Rad Laboratories Inc.","BIO","United States","3","Large","Biotechnology"
"Brookfield Infrastructure Partners L.P.","BIP","","2","Large","Electric Utilities"
"Brookfield Infrastructure Corp.","BIPC","Canada","3","Mid","Gas Utilities"
"Allbirds, Inc.","BIRD","United States","4","Small","Retail - Apparel and Accessories"
"BioVie Inc.","BIVI","United States","3","Small","Biotechnology"
"BJs Wholesale Club Holdings","BJ","United States","3","Large","Retail - General Merchandise/Department Stores"
"BJ's Restaurants Inc.","BJRI","United States","1","Small","Hotels, Restaurants & Travel"
"Bank of New York Mellon Corp.","BK","United States","2","Large","Banking"
"Blackrock Capital Investment Corp.","BKCC","United States","2","Small","Holding and other Investment Offices"
"Brookdale Senior Living Inc.","BKD","United States","5","Small","Hospitals & Health Care Facilities"
"Buckle Inc.","BKE","United States","2","Mid","Retail - Apparel and Accessories"
"Black Hills Corp.","BKH","United States","3","Mid","Electric Utilities"
"Bakkt Holdings Inc.","BKKT","","5","Small","Miscellaneous"
"Booking Holdings Inc.","BKNG","United States","1","Large","Hotels, Restaurants & Travel"
"Oak Ridge Financial Services Inc.","BKOR","United States","1","Small","Banking"
"Baker Hughes Company","BKR","United States","2","Large","Equipment & Services"
"Bank Of South Carolina Corp.","BKSC","United States","3","Small","Banking"
"BlackSky Technology Inc.","BKSY","United States","4","Small","Miscellaneous"
"BankUnited Inc","BKU","United States","3","Mid","Banking"
"BlackLine Inc","BL","United States","3","Mid","Internet & Software"
"Blue Bird Corp","BLBD","United States","1","Small","Autos- Manufacturing"
"Bausch + Lomb Corporation","BLCO","Canada","3","Large","Medical Instruments & Equipment"
"TopBuild Corp.","BLD","United States","2","Large","Builders"
"Blade Air Mobility Inc.","BLDE","United States","4","Small","Airlines/Air Freight"
"Ballard Power Systems Inc.","BLDP","Canada","4","Mid","Electrical Equipment"
"Builders FirstSource Inc.","BLDR","United States","1","Large","Construction Materials"
"Biolife Solutions Inc","BLFS","United States","3","Small","Biotechnology"
"Blue Foundry Bancorp","BLFY","United States","4","Small","Banking"
"BlackRock Inc.","BLK","United States","2","Large","Finance Intermediaries & Services"
"Blackbaud Inc.","BLKB","United States","2","Mid","Internet & Software"
"Bloomin' Brands Inc.","BLMN","United States","2","Mid","Hotels, Restaurants & Travel"
"Blend Labs Inc.","BLND","United States","4","Small","IT Services"
"Belite Bio Inc.","BLTE","","5","Small","Biotechnology"
"Banco Latinoamericano de Comercio Exterior, S.A.","BLX","Panama","1","Small","Banking"
"Backblaze Inc.","BLZE","United States","4","Small","Internet & Software"
"Banco Macro S.A.","BMA","Argentina","1","Mid","Banking"
"Bumble Inc.","BMBL","United States","3","Mid","IT Services"
"Biomea Fusion Inc.","BMEA","United States","3","Small","Pharmaceuticals"
"Badger Meter Inc.","BMI","United States","2","Mid","Electronic Instruments & Related Products"
"Bank of Montreal","BMO","Canada","3","Large","Banking"
"Bank of Marin Bancorp","BMRC","United States","4","Small","Banking"
"BioMarin Pharmaceutical Inc.","BMRN","United States","3","Large","Pharmaceuticals"
"BM Technologies Inc.","BMTX","United States","3","Small","Internet & Software"
"Bayerische Motoren Werke AG","BMWYY","Germany","1","Large","Autos- Manufacturing"
"Bristol-Myers Squibb Co.","BMY","United States","3","Large","Pharmaceuticals"
"Brookfield Corp.","BN","Canada","4","Large","Property, Real Estate & Development"
"Barnes & Noble Education Inc.","BNED","United States","5","Small","Retail - Specialty"
"Broadstone Net Lease Inc.","BNL","United States","3","Mid","REITs"
"BNP Paribas","BNPQY","France","1","Large","Banking"
"Bank of Nova Scotia","BNS","Canada","3","Large","Banking"
"Boston Omaha Corp","BOC","United States","4","Small","Advertising"
"Bank of Hawaii Corp.","BOH","United States","3","Mid","Banking"
"Bok Financial Corp.","BOKF","United States","3","Large","Banking"
"Bolt Biotherapeutics Inc.","BOLT","United States","4","Small","Pharmaceuticals"
"DMC Global Inc.","BOOM","United States","3","Small","Metal Products"
"Boot Barn Holdings Inc","BOOT","United States","2","Mid","Retail - Apparel and Accessories"
"Borr Drilling Limited","BORR","","3","Mid","Production & Extraction"
"Bank of the James Financial Group Inc.","BOTJ","United States","2","Small","Banking"
"Bowlero Corp","BOWL","","3","Mid","Miscellaneous"
"Box Inc","BOX","United States","3","Mid","Internet & Software"
"BP PLC","BP","United Kingdom","3","Large","Production & Extraction"
"Blueprint Medicines Corp","BPMC","United States","4","Mid","Pharmaceuticals"
"Popular Inc.","BPOP","","3","Mid","Banking"
"Princeton Bancorp Inc.","BPRN","United States","2","Small","Banking"
"BP Brudhoe Bay Royalty Trust","BPT","United States","3","Small","Oil Royalty Traders"
"Broadridge Financial Solutions Inc.","BR","United States","3","Large","Finance Intermediaries & Services"
"BellRing Brands Inc.","BRBR","United States","3","Large","Household & Personal Products"
"Blue Ridge Bankshares Inc.","BRBS","United States","4","Small","Banking"
"Brady Corp.","BRC","United States","3","Mid","Manufacturing"
"BRC Inc.","BRCC","United States","5","Small","Miscellaneous"
"Bridgestone Corp.","BRDCY","Japan","2","Large","Rubber Products"
"Bridge Investment Group Holdings Inc.","BRDG","United States","3","Small","Property, Real Estate & Development"
"BRF S.A.","BRFS","Brazil","4","Mid","Food"
"Bridgford Foods Corp.","BRID","United States","3","Small","Food"
"Berkshire Hathaway Inc.","BRK.B","United States","2","Large","General Insurance"
"Brookline Bancorp Inc.","BRKL","United States","3","Small","Banking"
"Bruker Corp.","BRKR","United States","3","Large","Medical Instruments & Equipment"
"Brilliant Earth Group Inc.","BRLT","United States","2","Small","Retail - Specialty"
"Brown & Brown Inc.","BRO","United States","2","Large","Brokers & Intermediaries"
"Dutch Bros Inc","BROS","United States","3","Mid","Hotels, Restaurants & Travel"
"BRP Group Inc.","BRP","United States","3","Mid","Brokers & Intermediaries"
"BrightSpire Capital Inc.","BRSP","United States","3","Small","REITs"
"Brixmor Property Group Inc","BRX","United States","3","Large","REITs"
"Berry Corp","BRY","United States","3","Small","Production & Extraction"
"Braze Inc.","BRZE","United States","3","Mid","Internet & Software"
"Banco Santander Chile","BSAC","Chile","3","Large","Banking"
"Bogota Financial Corp.","BSBK","United States","3","Small","Banking"
"Banco Santander Brasil SA","BSBR","Brazil","3","Large","Banking"
"Bassett Furniture Industries Inc.","BSET","United States","3","Small","Furniture"
"BRIGHTSPHERE INVESTMENT GROUP INC.","BSIG","United States","3","Small","Finance Intermediaries & Services"
"Black Stone Minerals, L.P.","BSM","United States","3","Mid","Production & Extraction"
"Sierra Bancorp","BSRR","United States","2","Small","Banking"
"Bank7 Corp","BSVN","United States","2","Small","Banking"
"Boston Scientific Corp.","BSX","United States","1","Large","Medical Instruments & Equipment"
"Bentley Systems Inc.","BSY","United States","1","Large","Internet & Software"
"Bit Digital Inc.","BTBT","","3","Small","Internet & Software"
"Baytex Energy Corp.","BTE","Canada","3","Mid","Production & Extraction"
"British American Tobacco PLC","BTI","United Kingdom","3","Large","Tobacco Products"
"Biote Corp.","BTMD","United States","3","Small","Miscellaneous"
"Peabody Energy Corp.","BTU","United States","3","Mid","Mining"
"Anheuser-Busch InBev S.A.","BUD","Belgium","3","Large","Beverages"
"Burlington Stores Inc","BURL","United States","3","Large","Retail - Apparel and Accessories"
"First Busey Corp.","BUSE","United States","3","Mid","Banking"
"BrightView Holdings Inc","BV","United States","3","Small","Business Services"
"Bluegreen Vacations Holding Corp.","BVH","United States","1","Small","Hotels, Restaurants & Travel"
"Compania de Minas Buenaventura S.A.","BVN","Peru","3","Mid","Precious Metals"
"Bioventus Inc.","BVS","United States","4","Small","Medical Instruments & Equipment"
"Babcock & Wilcox Enterprises Inc.","BW","United States","3","Small","Industrial Machinery & Equipment"
"Borg Warner Inc.","BWA","United States","3","Large","Auto Parts"
"Bridgewater Bancshares Inc","BWB","United States","3","Small","Credit & Lending"
"Broadwind Inc.","BWEN","United States","2","Small","Industrial Machinery & Equipment"
"Bankwell Financial Group Inc","BWFG","United States","2","Small","Banking"
"Bowman Consulting Group Ltd.","BWMN","United States","4","Small","Services"
"BWX Technologies Inc.","BWXT","United States","3","Large","Industrial Machinery & Equipment"
"Blackstone Inc.","BX","United States","3","Large","Wealth Management"
"Brambles Ltd","BXBLY","Australia","3","Large","Business Services"
"BlueLinx Holdings Inc.","BXC","United States","3","Small","Construction Materials"
"Blackstone Mortgage Trust Inc.","BXMT","United States","2","Mid","REITs"
"Boston Properties Inc.","BXP","United States","3","Large","REITs"
